,name,brand,description,details,occasion,style,subcategory_bottom,subcategory_top
326,Three-Pack Hipsters,Calvin Klein,Comfy stretch cotton hipsters finished with logo detail on waistband.,"Set of three
Elasticized waist
Pull-on style
Cotton/spandex
Machine wash
Imported",[],[],N/A,N/A
327,Little Girl's Jasmine Floral Dress,Marchesa Notte Mini,ONLY AT SAKS. Lovely embroidery and delicate floral tulle appliqué adds girly charm to this sleeveless dress.,"Squareneck
Gathered shoulder straps
Concealed back zip
Self-tie ribbon belt
Tulle appliqué
Lined
Nylon
Dry clean
Imported",[],[],N/A,N/A
328,Baby Boy's Stretch Cotton Tuxedo Romper,Dolce & Gabbana,Dress your little one to the nines with this comfy - yet chic - stretch cotton tuxedo romper.,"Point collar
Long sleeves with button barrel cuffs
Button front
Banded cuffs
Back pleat
Cotton/spandex
Machine wash
Made in Italy",[],[],N/A,N/A
329,Logo Print Feather Fill Vest,Fendi,"From the Saks IT LISTSTATEMENT OUTERWEARYes, you need a new coat for every destination.Quilted and padded feather-fill vest accented with logo print.","Stand collar
Sleeveless
Zip front
Zip pockets
Polyester/poliurethanica
Lining: polyamide and polyester padding
Fill: white goose feathers
Dry clean
Made in Italy",[],[],N/A,N/A
330,Pack Leader Graphic Cashmere Sweater,Greyson,Cozy and stylish crewneck sweater crafted from featherlight cashmere featuring graphic wolf print on chest.,"Crewneck
Long sleeves
Ribbed cuffs and hem
Pullover style
Graphic print on chest
Cashmere
Dry clean
Imported
SIZE & FITAbout 26"" from shoulder to hem",[],[],N/A,N/A
331,Jade Ikat Beaded Velvet Pillow,Callisto Home,Ikat pillow with pewter beads.,"Back zip closure
Fully lined
Velvet
Fill: Removable down/feathers
Dry clean
Imported
SIZE14""W x 20""L",[],[],N/A,N/A
332,Perry Grip Tape Leather Sneakers,Acne Studios,Perforated patch lends visual diversity to these minimalist sneakers.,"Leather upper
Round toe
Grip tape vamp
Textile lining
Rubber sole
Imported",[],[],N/A,N/A
333,Siryn 99MM Shield Sunglasses,Jimmy Choo,Eye-catching embellished trim updates chic shield sunglasses.,"100% UV protection
Gradient lenses
Embellished details
Case and cleaning cloth included
Plastic temple
Metal
Made in Italy
SIZE99mm lens width
01mm bridge width
125mm temple length",[],[],N/A,N/A
334,Logo Jacquard Track Pants,Y-3,"Sporty in design, these track pants showcase a two-tone colorblocking trim with logo accents.","Elasticized drawstring waist
Mock fly
Pull-on style
Side seam welt pockets
Back welt pocket
Recycled polyester
Machine wash
Imported
SIZE & FITRise, about 12""
Inseam, about 32""
Leg opening, about 8.5""
Please note: Pattern may vary.",[],[],N/A,N/A
335,Girl's Yoot Pac Waterproof Faux Shearling-Trim Boots,Sorel,"Whether building snowmen or riding sleds, this boot offers warmth, durability, and comfort in a versatile, low-profile design. A waterproof nylon upper with a removable felt liner sports a soft faux shearling snow cuff.","Seam sealed
-40 degrees temperature rated
Waterproof nylon upper
Round toe
Lace-up vamp
Handcrafted waterproof vulcanized rubber shell with herringbone outsole
Fur type: Faux
Imported",[],[],N/A,N/A
336,61MM Aviator Sunglasses,Tom Ford,unknown,"Metal aviators updated with a modern crisscross bridge
61mm lens width; 10mm bridge width; 145mm temple length
Adjustable nose pads
100% UV protection
Metal
Made in Italy","['vacation', 'weekend']","['modern', 'classic', 'casual']",N/A,N/A
337,Serpenti Rose Gold & Diamond Single Twist Watch,BVLGARI,From the Serpenti Collection. Spiral diamond-accented bracelet watch in 18K rose gold.,"Swiss quartz movement
18k rose gold bezel with diamond trim, 0.29 tcw
18K rose gold crown with cabochon-cut pink rubellite
White dial
Roman numeral and bar hour markers
Double spiral 18K rose gold bracelet
Made in Switzerland
SIZECurved 18k rose gold case, 1.4'' (35mm)",[],[],N/A,N/A
338,The Line 4 52MM Cateye Sunglasses,Smoke X Mirrors,Modern rim-less cateyes with a curved browline that suits the lower forehead.,"Tinted lenses
Adjustable nose pads
Beta titanium
Made in Japan
SIZE52mm lens width
18mm brigde width
145mm temple length",[],[],N/A,N/A
339,Ferris Face Hoodie,Acne Studios,unknown,"Structured wardrobe staple rendered in light cotton
Drawstring hood
Long sleeves
Banded cuffs and hem
Kangaroo pocket
Pullover style
Cotton
Machine wash
Imported",[],[],N/A,N/A
340,Dual-Intensity Blush,NARS,"WHAT IT ISPurely pigmented color with seamless customizable coverage. New Dual-Intensity Blush defies genre with a silky, wet/dry formula of unprecedented artistry. Apply dry for a healthy glow and wet for a translucent, second-skin finish. Modern shade pairings coordinated to wear alone or pair together for a range of dynamic effects and versatility. Housed in a new, modern compact design.NARS exclusive Translucent Prismatic Technology features pearls and pigments perfectly suspend","WHAT IT ISPurely pigmented color with seamless customizable coverage. New Dual-Intensity Blush defies genre with a silky, wet/dry formula of unprecedented artistry. Apply dry for a healthy glow and wet for a translucent, second-skin finish. Modern shade pairings coordinated to wear alone or pair together for a range of dynamic effects and versatility. Housed in a new, modern compact design.NARS exclusive Translucent Prismatic Technology features pearls and pigments perfectly suspend",[],[],N/A,N/A
341,Lidded Six-Quart Slow Cooker,KitchenAid,Easy-start lidded slow cooker features 24-hour programmability and a four-hour warming function.,"Four temperature settings
24-hour programmability
Keep warm function
Digital display
Hand wash
Imported
SPECIFICATIONSModel number: KSC6223SS
Capacity: 6 quarts
WARNING: Cancer and Reproductive Harm - For more information, go to www.P65Warnings.ca.gov.",[],[],N/A,N/A
342,Boy's Zane Super Skinny Jeans,DL1961 Premium Denim,Black rinse jeans in a super skinny fit,"Five-pocket style
Button closure
Zip fly
Tencel/modal/cotton/lycra
Machine wash
Imported",[],[],N/A,N/A
343,Leather Watch Strap,Michele Watches,unknown,"Luxe leather strap with stainless steel buckle 
Adjustable buckle closure
Width, 0.75""
 Leather
Made in France",[],[],N/A,N/A
344,Amber & Lavender Cologne,Jo Malone London,"A distinctive cologne for a woman or man, featuring notes of fleurs de la foret, grapefruit, nutmeg and ginger, verbenas of Provence, and vetyver.","A distinctive cologne for a woman or man, featuring notes of fleurs de la foret, grapefruit, nutmeg and ginger, verbenas of Provence, and vetyver.",[],[],N/A,N/A
345,Theo 2-Piece Short-Sleeve Pajama Set,Hanro,Breathable cotton pajama set complete with matching top and shorts. Cotton. Machine wash. Imported.TOP,"Notched lapel
Short sleeves
Button front closure
SHORTSElasticized waist
SIZETop, about 30"" from shoulder to hem
Rise, 13""
Inseam, 10""",[],[],N/A,N/A
346,Arlido Slim-Fit Single-Breasted Jacket,HUGO,"A minimalist twill design with a touch of stretch, this sport coat is a dapper essential.","Notch lapels
Long sleeves
Button cuffs
Button front
Waist flap pockets
Polyamide/elastane
Dry clean
Imported
SIZE & FITSlim fit
About 29"" from shoulder to hem",[],[],N/A,N/A
347,Nalon Face Wool Sweatshirt,Acne Studios,unknown,"Regular-fit wool sweatshirt in a heathered finish
Crewneck
Long sleeves
Ribbed cuffs and hem
Pullover style
Wool
Dry clean
Imported",[],[],N/A,N/A
348,Twist-On Lip Lipstick,By Terry,"WHAT IT IS The new and innovative Twist-On Lip lipstick is our first dual lipstick designed to create the most beautiful plump and contour effect. 0.18 oz. Imported.WHAT IT DOESIn a single application, it produces an ombre effect, featuring a highly-pigmented light shade to fill in lips and a darker shade to contour. Arriving in eight irresistible and vibrant dual shades, from warm Peach and Tangerine to color-popping Candy and Poppy, there's one to suit your every mo","WHAT IT IS The new and innovative Twist-On Lip lipstick is our first dual lipstick designed to create the most beautiful plump and contour effect. 0.18 oz. Imported.WHAT IT DOESIn a single application, it produces an ombre effect, featuring a highly-pigmented light shade to fill in lips and a darker shade to contour. Arriving in eight irresistible and vibrant dual shades, from warm Peach and Tangerine to color-popping Candy and Poppy, there's one to suit your every mo",[],[],N/A,N/A
349,Kid's Web-Trim Leather Sneakers,Gucci,unknown,"Iconic Web adds sporty element to sneakers
Leather upper
Round toe
Double grip tape closure
Leather lining
Rubber sole
Made in Italy",[],[],N/A,N/A
350,Little Girl's & Girl's Wool Ruffle Sweater,Ralph Lauren,"Styled with ruffled cuffs and soft gathers, this wool pullover is a sweet essential.","Ribbed crewneck
Long sleeves
Ruffle cuffs
Back keyhole button
Waist patch pockets
Ribbed hem
Wool
Hand wash
Imported",[],[],N/A,N/A
351,Kid's Mini Larkhall Logo Sneakers,Burberry,Two-tone sneakers with a bold block letter logo exude athleisure cool.,"Cotton upper
Round toe
Lace-up vamp
Synthetic lining
Rubber sole
Imported",[],[],N/A,N/A
352,Large Modern Jack Accent Piece,Regina Andrew Design,"Add some bold yet playful flair with this oversized accent piece, giving homage to a timeless game with serious style.","Aluminum
Spot clean
Imported
SPECIFICATIONS8""W x 6""H x 8""D",[],[],N/A,N/A
353,Metallic Faux-Leather Knot Headband,Lele Sadoughi,"A dimensional knot tops this headband, perfect for adding a pop-of-color to your hair.","Cotton lining
Faux leather/plastic
Imported
SIZEWidth, about 1""",[],[],N/A,N/A
354,Nouvelle Vogue Lipstick,NARS,"This pure and creamy lipstick formula is enriched with vitamin E for velvety wearability and a full-bodied, semi-matte color that stays true. 0.12 oz. Made in USA.","This pure and creamy lipstick formula is enriched with vitamin E for velvety wearability and a full-bodied, semi-matte color that stays true. 0.12 oz. Made in USA.",[],[],N/A,N/A
355,Fenton Drawstring Hoodie,Acne Studios,Soft cotton hoodie flaunts oversized contrasting drawstring finish.,"Drawstring hood
Long sleeves
Pullover style
Front kangaroo slip pocket
Rib-knit trim
Cotton
Machine wash
Made in Portugal
SIZE & FITAbout 28'' from shoulder to hem",[],[],N/A,N/A
356,Lip Pencil,Bobbi Brown,"What It Is: A velvety liner formula that gives lips natural-looking definition that lasts. Comes with a sharpener to keep the point perfect. 0.04 oz. Made in USA.Who It's For: Women who want a natural-looking yet defined lip look.Why It's Different: This creamy liner glides on smoothly and evenly.How To Use It: Apply after lipstick, following the natural outline of the mouth. Alternatively, to help keep lipstick on longer, outline and fill in entire lip area with Lip Pencil, then a","What It Is: A velvety liner formula that gives lips natural-looking definition that lasts. Comes with a sharpener to keep the point perfect. 0.04 oz. Made in USA.Who It's For: Women who want a natural-looking yet defined lip look.Why It's Different: This creamy liner glides on smoothly and evenly.How To Use It: Apply after lipstick, following the natural outline of the mouth. Alternatively, to help keep lipstick on longer, outline and fill in entire lip area with Lip Pencil, then a",[],[],N/A,N/A
357,Little Girl's & Girl's Distressed Skinny Jeans,DL1961 Premium Denim,Stretch skinny jeans in a distressed finish with ripped knees for a lived-in look.,"Five-pocket style
Zip fly with button closure
Knee rips
Cotton/tencel/polyester/lycra
Machine wash
Imported",[],[],N/A,N/A
358,Colorblock Piped Popover Sweatshirt,Madison Supply,"ONLY AT SAKS.Inspired by athleisure, this colorblock sweater features a piping trim.","Stand collar
Long sleeves
Pullover with half zipper at collar
Kangaroo pocket
Piping trim
Colorblock
Nylon
Machine wash
Imported
SIZE & FITAbout 28"" from shoulder to hem",[],[],N/A,N/A
359,Jersey Pique Dress Shirt,Corneliani,A textured micro-dot print patterns this dress shirt crafted in cotton.,"Spread collar
Long sleeves
Buttoned barrel cuffs
Button front
Cotton
Machine wash
Made in Italy
SIZE & FITContemporary fit
About 29"" from shoulder to hem",[],[],N/A,N/A
360,Zip-Front Cardigan,Brunello Cucinelli,unknown,"Zip-front cardigan with ribbed knit trim
Crewneck with snap button closure
Long sleeves
Zip-front
 About 25"" from shoulder to hem
Cotton 
Hand wash
Made in Italy",[],[],N/A,N/A
361,Enchanted Lotus Diamond & 18K White Gold Mini Pendant Necklace,De Beers,"From the Enchanted Lotus Collection. A graceful curves of the lotus flower are traced as a pendant in shimmering diamond pavé, a petite solitaire set within, for display upon a trace chain of 18k white gold.","Diamonds, 0.16 tcw
Color: G+
Clarity: VS+
18k white gold
Length, about 20"" with 1"" extender
Pendant width, about 0.35""
Lobster clasp
Imported",[],[],N/A,N/A
362,Logo Embroidery Sweater,AMI Paris,A classic pullover with mini logo embroidery.,"Crewneck
Long sleeves
Rib-knit neck, cuffs and hem
Pullover style
Wool
Hand wash
Made in Portugal
SIZE & FITAbout 27"" from shoulder to hem",[],[],N/A,N/A
363,River Jeans,Acne Studios,unknown,"Cotton-blend jeans with whiskering details on front
Belt loops
Zip fly with button closure
Five-pocket style
Rise, about 9""
Inseam, about 35""
Cotton/polyester/elastane
Dry clean
Made in Italy",[],[],N/A,N/A
364,Micro Dot Dress Shirt,Z Zegna,Understated dots adorn this shirt in a speckled design.,"Spread collar
Long sleeves
Buttoned barreled cuffs
Button front
Cotton
Machine wash
Imported
SIZE & FITAbout 29"" from shoulder to hem",[],[],N/A,N/A
365,Two-Pack Logo Boxer Briefs,Calvin Klein,From the Calvin Klein Modern Cotton Collection. Comfy cotton-blend boxer briefs finished with logo detailing,"Two-pack
Elasticized waist
Functional fly
Comfort-fit
Premium cotton
Cotton/spandex
Machine wash
Imported",[],[],N/A,N/A
366,Hearst Micro-Grid Shirt,Robert Graham,Minuscule checks adorn this shirt in an allover manner.,"Spread collar
Long sleeves
Buttoned barreled cuffs
Button front
Shirttail hem
Cotton
Machine wash
Imported
SIZE & FITAbout 30.5"" from shoulder to hem",[],[],N/A,N/A
367,Limelight Gala 18K White Gold & Diamond Black Satin Strap Watch,Piaget,"From the Limelight Gala Collection. The reinterpretation of a glamor icon from 1973, this gem-set luxury watch unfurls its femininity in an elegant 26mm round case in white gold, enhanced by two elongated, cambered lugs that perfectly embrace the wrist. Its shape is embellished by a bezel set with graduated round diamonds. The silvered dial of this white gold watch exudes pure classicism with a contemporary touch, featuring black Roman numerals to match the satin strap with diamond-set ardillon buckle.","From the Limelight Gala Collection. The reinterpretation of a glamor icon from 1973, this gem-set luxury watch unfurls its femininity in an elegant 26mm round case in white gold, enhanced by two elongated, cambered lugs that perfectly embrace the wrist. Its shape is embellished by a bezel set with graduated round diamonds. The silvered dial of this white gold watch exudes pure classicism with a contemporary touch, featuring black Roman numerals to match the satin strap with diamond-set ardillon buckle.",[],[],N/A,N/A
